Datetime,Discharge (Ml/d) Mean
14/01/2012 0:00,1575.89
15/01/2012 0:00,1568.24
16/01/2012 0:00,1324.08
17/01/2012 0:00,1077.21
18/01/2012 0:00,959.54
19/01/2012 0:00,934.2
20/01/2012 0:00,796.79
21/01/2012 0:00,641.67
22/01/2012 0:00,586.65
23/01/2012 0:00,573.09
24/01/2012 0:00,583.52
25/01/2012 0:00,574.23
26/01/2012 0:00,558.03
27/01/2012 0:00,537.35
28/01/2012 0:00,522.78
29/01/2012 0:00,481.61
30/01/2012 0:00,459.78
31/01/2012 0:00,486.43
1/02/2012 0:00,514.76
2/02/2012 0:00,830.33
3/02/2012 0:00,968.79
4/02/2012 0:00,931.5
5/02/2012 0:00,845.22
6/02/2012 0:00,808.28
7/02/2012 0:00,772.15
8/02/2012 0:00,773.95
9/02/2012 0:00,757.86
10/02/2012 0:00,825.58
11/02/2012 0:00,883.05
12/02/2012 0:00,845.42
13/02/2012 0:00,904.06
14/02/2012 0:00,911.56
15/02/2012 0:00,857.91
16/02/2012 0:00,820.27
17/02/2012 0:00,857.37
18/02/2012 0:00,1075.74
19/02/2012 0:00,1065.64
20/02/2012 0:00,1076.48
21/02/2012 0:00,981.76
22/02/2012 0:00,824.69
23/02/2012 0:00,720.13
24/02/2012 0:00,651.3
25/02/2012 0:00,587.8
26/02/2012 0:00,551.19
27/02/2012 0:00,552.92
28/02/2012 0:00,680.89
29/02/2012 0:00,878.57
1/03/2012 0:00,1355.93
2/03/2012 0:00,2297.32
3/03/2012 0:00,3555.49
4/03/2012 0:00,3674.59
5/03/2012 0:00,4054.62
6/03/2012 0:00,3812.98
7/03/2012 0:00,3186.91
8/03/2012 0:00,2272.21
9/03/2012 0:00,1654.51
10/03/2012 0:00,1881.64
11/03/2012 0:00,3187.04
12/03/2012 0:00,2991.25
13/03/2012 0:00,2144.59
14/03/2012 0:00,1602.76
15/03/2012 0:00,1353.94
16/03/2012 0:00,1207.73
17/03/2012 0:00,1194.89
18/03/2012 0:00,1521.95
19/03/2012 0:00,1833.15
20/03/2012 0:00,1840.98
21/03/2012 0:00,1473.02
22/03/2012 0:00,1205.59
23/03/2012 0:00,1138.41
24/03/2012 0:00,1125.54
25/03/2012 0:00,1256.25
26/03/2012 0:00,1741.54
27/03/2012 0:00,2102.78
28/03/2012 0:00,1679.9
29/03/2012 0:00,1361.78
30/03/2012 0:00,1222.32
31/03/2012 0:00,1126.98
1/04/2012 0:00,929.91
2/04/2012 0:00,808.75
3/04/2012 0:00,773.54
4/04/2012 0:00,696.84
5/04/2012 0:00,654.23
6/04/2012 0:00,655.74
7/04/2012 0:00,642.1
8/04/2012 0:00,636.19
9/04/2012 0:00,636.06
10/04/2012 0:00,663.62
11/04/2012 0:00,732.29
12/04/2012 0:00,846.56
13/04/2012 0:00,1024.53
14/04/2012 0:00,1116.7
15/04/2012 0:00,1139.98
16/04/2012 0:00,1144.01
17/04/2012 0:00,1011.79
18/04/2012 0:00,855.2
19/04/2012 0:00,817.01
20/04/2012 0:00,790.34
21/04/2012 0:00,767.83
22/04/2012 0:00,744.28
23/04/2012 0:00,732.84
24/04/2012 0:00,744.95
25/04/2012 0:00,782.57
26/04/2012 0:00,1096.9
27/04/2012 0:00,2711.39
28/04/2012 0:00,3529.43
29/04/2012 0:00,3240.11
30/04/2012 0:00,2351.26
1/05/2012 0:00,1702.88
2/05/2012 0:00,1466.95
3/05/2012 0:00,1318.6
4/05/2012 0:00,1323.94
5/05/2012 0:00,1734.17
6/05/2012 0:00,3407.32
7/05/2012 0:00,4144.41
8/05/2012 0:00,4029.92
9/05/2012 0:00,3436.12
10/05/2012 0:00,2649.42
11/05/2012 0:00,1881.3
12/05/2012 0:00,1577.75
13/05/2012 0:00,1564.93
14/05/2012 0:00,1613.75
15/05/2012 0:00,2382.41
16/05/2012 0:00,3424.2
17/05/2012 0:00,3254.11
18/05/2012 0:00,2813.83
19/05/2012 0:00,2388.58
20/05/2012 0:00,2176.19
21/05/2012 0:00,2116.55
22/05/2012 0:00,2136.18
23/05/2012 0:00,1707.69
24/05/2012 0:00,1535.66
25/05/2012 0:00,1740.02
26/05/2012 0:00,3079.41
27/05/2012 0:00,6216.03
28/05/2012 0:00,6232.59
29/05/2012 0:00,6498
30/05/2012 0:00,8352.2
31/05/2012 0:00,8697.91
1/06/2012 0:00,7988.53
2/06/2012 0:00,6822.71
3/06/2012 0:00,6267.72
4/06/2012 0:00,6509.12
5/06/2012 0:00,8561.94
6/06/2012 0:00,13862.74
7/06/2012 0:00,20043.4
8/06/2012 0:00,12586.62
9/06/2012 0:00,10314.73
10/06/2012 0:00,9180.09
11/06/2012 0:00,8250.58
12/06/2012 0:00,7353.77
13/06/2012 0:00,6502.58
14/06/2012 0:00,6229.74
15/06/2012 0:00,6193.27
16/06/2012 0:00,5873.11
17/06/2012 0:00,4008.83
18/06/2012 0:00,2942.34
19/06/2012 0:00,2992.91
20/06/2012 0:00,3134.58
21/06/2012 0:00,2984.29
22/06/2012 0:00,3132.25
23/06/2012 0:00,5261.45
24/06/2012 0:00,6009.49
25/06/2012 0:00,6184.26
26/06/2012 0:00,7503.86
27/06/2012 0:00,7889.54
28/06/2012 0:00,7426.73
29/06/2012 0:00,6743.28
30/06/2012 0:00,6208.07
1/07/2012 0:00,6070.54
2/07/2012 0:00,5993.52
3/07/2012 0:00,5517.33
4/07/2012 0:00,4668.71
5/07/2012 0:00,5667.95
6/07/2012 0:00,5873.81
7/07/2012 0:00,5818.95
8/07/2012 0:00,5647.74
9/07/2012 0:00,5020.04
10/07/2012 0:00,4224.96
11/07/2012 0:00,3688.63
12/07/2012 0:00,3272.41
13/07/2012 0:00,2929.69
14/07/2012 0:00,2902.66
15/07/2012 0:00,3285.92
16/07/2012 0:00,3715.44
17/07/2012 0:00,3562.79
18/07/2012 0:00,3165.84
19/07/2012 0:00,3055.09
20/07/2012 0:00,2853.75
21/07/2012 0:00,2843.29
22/07/2012 0:00,2623.02
23/07/2012 0:00,2517.12
24/07/2012 0:00,2488.99
25/07/2012 0:00,2447.12
26/07/2012 0:00,2354.65
27/07/2012 0:00,2304.13
28/07/2012 0:00,2358.77
29/07/2012 0:00,2472.43
30/07/2012 0:00,2503.19
31/07/2012 0:00,2785.25
1/08/2012 0:00,3145.57
2/08/2012 0:00,3057.55
3/08/2012 0:00,2960.57
4/08/2012 0:00,2777.17
5/08/2012 0:00,2708.59
6/08/2012 0:00,2609.66
7/08/2012 0:00,2672.14
8/08/2012 0:00,3044.63
9/08/2012 0:00,3366.34
10/08/2012 0:00,4226.35
11/08/2012 0:00,5827.17
12/08/2012 0:00,5968.22
13/08/2012 0:00,6004.89
14/08/2012 0:00,6026.49
15/08/2012 0:00,6017
16/08/2012 0:00,5965.44
17/08/2012 0:00,5798.22
18/08/2012 0:00,5503.36
19/08/2012 0:00,4710.56
20/08/2012 0:00,4364.04
21/08/2012 0:00,4429.23
22/08/2012 0:00,4570.51
23/08/2012 0:00,4238.35
24/08/2012 0:00,3776.04
25/08/2012 0:00,3744.74
26/08/2012 0:00,3780.76
27/08/2012 0:00,3723.78
28/08/2012 0:00,3544.51
29/08/2012 0:00,3167.46
30/08/2012 0:00,2937.38
31/08/2012 0:00,2990.6
1/09/2012 0:00,3836.06
2/09/2012 0:00,5729.41
3/09/2012 0:00,5973.51
4/09/2012 0:00,6068.87
5/09/2012 0:00,6060.14
6/09/2012 0:00,6088.84
7/09/2012 0:00,6046.83
8/09/2012 0:00,5753.59
9/09/2012 0:00,5668.66
10/09/2012 0:00,5984.13
11/09/2012 0:00,6066.94
12/09/2012 0:00,6119.94
13/09/2012 0:00,6140.49
14/09/2012 0:00,6154.82
15/09/2012 0:00,6181.85
16/09/2012 0:00,6206.86
17/09/2012 0:00,6199.93
18/09/2012 0:00,6208.37
19/09/2012 0:00,6184.46
20/09/2012 0:00,6131.75
21/09/2012 0:00,6080.52
22/09/2012 0:00,5790.37
23/09/2012 0:00,5322.04
24/09/2012 0:00,5028.68
25/09/2012 0:00,4690.42
26/09/2012 0:00,4383.15
27/09/2012 0:00,4210.86
28/09/2012 0:00,3971.65
29/09/2012 0:00,3832.09
30/09/2012 0:00,3878.37
1/10/2012 0:00,4497.8
2/10/2012 0:00,5872.85
3/10/2012 0:00,5986.28
4/10/2012 0:00,5887.87
5/10/2012 0:00,5470.47
6/10/2012 0:00,4781.99
7/10/2012 0:00,4346
8/10/2012 0:00,4138.48
9/10/2012 0:00,3890.64
10/10/2012 0:00,3450.17
11/10/2012 0:00,3040.96
12/10/2012 0:00,2968.01
13/10/2012 0:00,3142.93
14/10/2012 0:00,3341.73
15/10/2012 0:00,3850.52
16/10/2012 0:00,4443.55
17/10/2012 0:00,4382.75
18/10/2012 0:00,4068.52
19/10/2012 0:00,4005.2
20/10/2012 0:00,3958.53
21/10/2012 0:00,3591.32
22/10/2012 0:00,3244.31
23/10/2012 0:00,3021.93
24/10/2012 0:00,2816.59
25/10/2012 0:00,2734.52
26/10/2012 0:00,2576.41
27/10/2012 0:00,2526.83
28/10/2012 0:00,2533.47
29/10/2012 0:00,2588.72
30/10/2012 0:00,2598.01
31/10/2012 0:00,2522.81
1/11/2012 0:00,2152.76
2/11/2012 0:00,1913.07
3/11/2012 0:00,1920.49
4/11/2012 0:00,2371.64
5/11/2012 0:00,2672.49
6/11/2012 0:00,2517.01
7/11/2012 0:00,2341.83
8/11/2012 0:00,2155.12
9/11/2012 0:00,2121.23
10/11/2012 0:00,2046.41
11/11/2012 0:00,1819.98
12/11/2012 0:00,1795.86
13/11/2012 0:00,1797.47
14/11/2012 0:00,1939.62
15/11/2012 0:00,1901.86
16/11/2012 0:00,1692.92
17/11/2012 0:00,1594.99
18/11/2012 0:00,1544.04
19/11/2012 0:00,1535.97
20/11/2012 0:00,1506.45
21/11/2012 0:00,1466.21
22/11/2012 0:00,1395.93
23/11/2012 0:00,1425.4
24/11/2012 0:00,1365.93
25/11/2012 0:00,1236.03
26/11/2012 0:00,1187.58
27/11/2012 0:00,1200.39
28/11/2012 0:00,1270.45
29/11/2012 0:00,1327.37
30/11/2012 0:00,1327.66
1/12/2012 0:00,1329.76
2/12/2012 0:00,1229.3
3/12/2012 0:00,1294.16
4/12/2012 0:00,1297.11
5/12/2012 0:00,1345.79
6/12/2012 0:00,1372.74
7/12/2012 0:00,1488.46
8/12/2012 0:00,1655.88
9/12/2012 0:00,1714.29
10/12/2012 0:00,1466.58
11/12/2012 0:00,1297.59
12/12/2012 0:00,1248.21
13/12/2012 0:00,1217.49
14/12/2012 0:00,1206.87
15/12/2012 0:00,1150.15
16/12/2012 0:00,1313.73
17/12/2012 0:00,1431.59
18/12/2012 0:00,1464.99
19/12/2012 0:00,1351.35
20/12/2012 0:00,1277.98
21/12/2012 0:00,1271.37
22/12/2012 0:00,1229.94
23/12/2012 0:00,1227.4
24/12/2012 0:00,1213.67
25/12/2012 0:00,1175.68
26/12/2012 0:00,1128.78
27/12/2012 0:00,1106.36
28/12/2012 0:00,1092.35
29/12/2012 0:00,1064.48
30/12/2012 0:00,1016.74
31/12/2012 0:00,1005.02
1/01/2013 0:00,987.92
2/01/2013 0:00,863.95
3/01/2013 0:00,749.83
4/01/2013 0:00,791.27
5/01/2013 0:00,843.87
6/01/2013 0:00,828.34
7/01/2013 0:00,770.58
8/01/2013 0:00,773.81
9/01/2013 0:00,687.98
10/01/2013 0:00,614.22
11/01/2013 0:00,592.24
12/01/2013 0:00,510.7
13/01/2013 0:00,422.8
14/01/2013 0:00,425.34
15/01/2013 0:00,428.34
16/01/2013 0:00,405.17
17/01/2013 0:00,393.23
18/01/2013 0:00,416.53
19/01/2013 0:00,396.3
20/01/2013 0:00,379.64
21/01/2013 0:00,373.49
22/01/2013 0:00,384.38
23/01/2013 0:00,379.79
24/01/2013 0:00,382.04
25/01/2013 0:00,398.51
26/01/2013 0:00,356.52
27/01/2013 0:00,335.77
28/01/2013 0:00,349.57
29/01/2013 0:00,400.21
30/01/2013 0:00,414.25
31/01/2013 0:00,422.34
1/02/2013 0:00,404.5
2/02/2013 0:00,408.55
3/02/2013 0:00,454.85
4/02/2013 0:00,509.76
5/02/2013 0:00,495.71
6/02/2013 0:00,491.83
7/02/2013 0:00,501.7
8/02/2013 0:00,467.55
9/02/2013 0:00,454.81
10/02/2013 0:00,434.4
11/02/2013 0:00,432.87
12/02/2013 0:00,429.77
13/02/2013 0:00,433.7
14/02/2013 0:00,404.95
15/02/2013 0:00,387.56
16/02/2013 0:00,403.55
17/02/2013 0:00,382.9
18/02/2013 0:00,354.99
19/02/2013 0:00,368.78
20/02/2013 0:00,402.86
21/02/2013 0:00,415.27
22/02/2013 0:00,422.05
23/02/2013 0:00,425.43
24/02/2013 0:00,455.57
25/02/2013 0:00,456.64
26/02/2013 0:00,474.64
27/02/2013 0:00,464.1
28/02/2013 0:00,526.39
1/03/2013 0:00,591.62
2/03/2013 0:00,599.65
3/03/2013 0:00,612.84
4/03/2013 0:00,604.58
5/03/2013 0:00,583.53
6/03/2013 0:00,547.45
7/03/2013 0:00,466.52
8/03/2013 0:00,425.54
9/03/2013 0:00,411.27
10/03/2013 0:00,385.47
11/03/2013 0:00,391.04
12/03/2013 0:00,392.76
13/03/2013 0:00,405.69
14/03/2013 0:00,398.99
15/03/2013 0:00,391.1
16/03/2013 0:00,405.8
17/03/2013 0:00,423.68
18/03/2013 0:00,486.31
19/03/2013 0:00,477.24
20/03/2013 0:00,504.06
21/03/2013 0:00,636.86
22/03/2013 0:00,648.58
23/03/2013 0:00,585.42
24/03/2013 0:00,546.74
25/03/2013 0:00,545.33
26/03/2013 0:00,767.62
27/03/2013 0:00,724.43
28/03/2013 0:00,493.06
29/03/2013 0:00,517.07
30/03/2013 0:00,531.21
31/03/2013 0:00,496.28
1/04/2013 0:00,508.13
2/04/2013 0:00,581.51
3/04/2013 0:00,567.59
4/04/2013 0:00,597
5/04/2013 0:00,599.93
6/04/2013 0:00,576.23
7/04/2013 0:00,541.09
8/04/2013 0:00,542.59
9/04/2013 0:00,507.22
10/04/2013 0:00,487.76
11/04/2013 0:00,464.06
12/04/2013 0:00,485.47
13/04/2013 0:00,517.15
14/04/2013 0:00,513.21
15/04/2013 0:00,538.58
16/04/2013 0:00,599.78
17/04/2013 0:00,618.56
18/04/2013 0:00,610.6
19/04/2013 0:00,614.49
20/04/2013 0:00,670.01
21/04/2013 0:00,634.42
22/04/2013 0:00,625.25
23/04/2013 0:00,629.85
24/04/2013 0:00,638.53
25/04/2013 0:00,582.96
26/04/2013 0:00,587.97
27/04/2013 0:00,612.49
28/04/2013 0:00,583.7
29/04/2013 0:00,582.17
30/04/2013 0:00,593.41
1/05/2013 0:00,584.75
2/05/2013 0:00,623.01
3/05/2013 0:00,636.62
4/05/2013 0:00,604.41
5/05/2013 0:00,523.81
6/05/2013 0:00,570.41
7/05/2013 0:00,603.35
8/05/2013 0:00,574.51
9/05/2013 0:00,589.56
10/05/2013 0:00,582.77
11/05/2013 0:00,547.95
12/05/2013 0:00,510.26
13/05/2013 0:00,536.26
14/05/2013 0:00,554.38
15/05/2013 0:00,558.48
16/05/2013 0:00,561.16
17/05/2013 0:00,586.66
18/05/2013 0:00,668.85
19/05/2013 0:00,732.34
20/05/2013 0:00,765.12
21/05/2013 0:00,686.75
22/05/2013 0:00,632.5
23/05/2013 0:00,593.06
24/05/2013 0:00,555.57
25/05/2013 0:00,543.45
26/05/2013 0:00,540.35
27/05/2013 0:00,548.7
28/05/2013 0:00,523.19
29/05/2013 0:00,529.35
30/05/2013 0:00,569.73
31/05/2013 0:00,576.85
1/06/2013 0:00,616.59
2/06/2013 0:00,635.69
3/06/2013 0:00,668.03
4/06/2013 0:00,1027.58
5/06/2013 0:00,1120.44
6/06/2013 0:00,1067.02
7/06/2013 0:00,910.7
8/06/2013 0:00,731.19
9/06/2013 0:00,811.28
10/06/2013 0:00,991.21
11/06/2013 0:00,1071.55
12/06/2013 0:00,996.19
13/06/2013 0:00,1440.84
14/06/2013 0:00,4257.26
15/06/2013 0:00,7265.42
16/06/2013 0:00,6750.5
17/06/2013 0:00,6881.65
18/06/2013 0:00,7655.11
19/06/2013 0:00,7533.96
20/06/2013 0:00,6788.05
21/06/2013 0:00,6287.52
22/06/2013 0:00,5856.52
23/06/2013 0:00,4179.79
24/06/2013 0:00,2932.75
25/06/2013 0:00,2282.11
26/06/2013 0:00,2016.04
27/06/2013 0:00,1889.76
28/06/2013 0:00,2035.57
29/06/2013 0:00,2088.96
30/06/2013 0:00,2025.13
1/07/2013 0:00,2002.85
2/07/2013 0:00,1831.76
3/07/2013 0:00,1650.25
4/07/2013 0:00,1490.15
5/07/2013 0:00,1359.89
6/07/2013 0:00,1274.59
7/07/2013 0:00,1275.75
8/07/2013 0:00,1255.92
9/07/2013 0:00,1236.89
10/07/2013 0:00,1193.92
11/07/2013 0:00,1192.52
12/07/2013 0:00,1172.26
13/07/2013 0:00,1164.84
14/07/2013 0:00,1194.78
15/07/2013 0:00,1221.83
16/07/2013 0:00,1180.95
17/07/2013 0:00,1185.32
18/07/2013 0:00,1209.99
19/07/2013 0:00,1235.57
20/07/2013 0:00,1354.01
21/07/2013 0:00,1590.66
22/07/2013 0:00,2315.13
23/07/2013 0:00,2833.4
24/07/2013 0:00,2657.84
25/07/2013 0:00,2202.08
26/07/2013 0:00,2553.12
27/07/2013 0:00,2839.49
28/07/2013 0:00,2361.29
29/07/2013 0:00,1958.99
30/07/2013 0:00,1820.71
31/07/2013 0:00,1811.63
1/08/2013 0:00,2001.07
2/08/2013 0:00,1897.59
3/08/2013 0:00,1780.42
4/08/2013 0:00,1668.62
5/08/2013 0:00,1758.49
6/08/2013 0:00,2212
7/08/2013 0:00,2321.03
8/08/2013 0:00,2538.58
9/08/2013 0:00,3030.33
10/08/2013 0:00,3475.79
11/08/2013 0:00,3185.65
12/08/2013 0:00,2812.3
13/08/2013 0:00,2779.25
14/08/2013 0:00,3065.41
15/08/2013 0:00,2996.96
16/08/2013 0:00,2673.46
17/08/2013 0:00,3095.51
18/08/2013 0:00,3403.02
19/08/2013 0:00,3008.27
20/08/2013 0:00,2802.83
21/08/2013 0:00,3582.37
22/08/2013 0:00,5355.97
23/08/2013 0:00,5684.72
24/08/2013 0:00,5696.1
25/08/2013 0:00,5724.74
26/08/2013 0:00,5757.46
27/08/2013 0:00,5780.52
28/08/2013 0:00,5776.61
29/08/2013 0:00,5731.94
30/08/2013 0:00,5438.35
31/08/2013 0:00,4477.29
1/09/2013 0:00,3802.7
2/09/2013 0:00,3340.03
3/09/2013 0:00,2908.59
4/09/2013 0:00,2636.4
5/09/2013 0:00,2359.24
6/09/2013 0:00,2361.34
7/09/2013 0:00,2371.54
8/09/2013 0:00,2246.25
9/09/2013 0:00,2117.2
10/09/2013 0:00,2095.14
11/09/2013 0:00,2092.4
12/09/2013 0:00,1963.29
13/09/2013 0:00,1854.65
14/09/2013 0:00,1809.78
15/09/2013 0:00,2639.02
16/09/2013 0:00,3091.99
17/09/2013 0:00,2445.74
18/09/2013 0:00,1833.15
19/09/2013 0:00,1702.09
20/09/2013 0:00,1984.95
21/09/2013 0:00,3327.17
22/09/2013 0:00,4782.32
23/09/2013 0:00,5259.64
24/09/2013 0:00,4740.48
25/09/2013 0:00,3913.01
26/09/2013 0:00,3302.16
27/09/2013 0:00,3696.14
28/09/2013 0:00,5198.65
29/09/2013 0:00,5714.39
30/09/2013 0:00,5688.09
1/10/2013 0:00,4954.19
2/10/2013 0:00,4024.79
3/10/2013 0:00,3628.05
4/10/2013 0:00,4038.49
5/10/2013 0:00,4904.37
6/10/2013 0:00,5552.4
7/10/2013 0:00,5480.37
8/10/2013 0:00,4638.65
9/10/2013 0:00,4159.32
10/10/2013 0:00,3797.07
11/10/2013 0:00,3654.5
12/10/2013 0:00,3234.14
13/10/2013 0:00,2572.29
14/10/2013 0:00,2235.49
15/10/2013 0:00,2183.32
16/10/2013 0:00,2178.82
17/10/2013 0:00,2219.38
18/10/2013 0:00,2250.69
19/10/2013 0:00,2243.77
20/10/2013 0:00,2011.04
21/10/2013 0:00,1722.72
22/10/2013 0:00,1575.56
23/10/2013 0:00,1449.16
24/10/2013 0:00,1590.62
25/10/2013 0:00,2184.68
26/10/2013 0:00,3743.19
27/10/2013 0:00,4613.49
28/10/2013 0:00,4612.4
29/10/2013 0:00,4246.05
30/10/2013 0:00,3914.22
31/10/2013 0:00,3502.89
1/11/2013 0:00,2531.33
2/11/2013 0:00,1765.25
3/11/2013 0:00,1504.16
4/11/2013 0:00,1463.54
5/11/2013 0:00,1461.51
6/11/2013 0:00,1389.79
7/11/2013 0:00,1313.46
8/11/2013 0:00,1235.58
9/11/2013 0:00,1166.67
10/11/2013 0:00,1105.45
11/11/2013 0:00,1104.86
12/11/2013 0:00,1221.35
13/11/2013 0:00,1853.22
14/11/2013 0:00,3031.54
15/11/2013 0:00,4020.72
16/11/2013 0:00,5125.33
17/11/2013 0:00,5417.55
18/11/2013 0:00,5412.94
19/11/2013 0:00,5035.4
20/11/2013 0:00,4211.25
21/11/2013 0:00,3017.96
22/11/2013 0:00,2356.83
23/11/2013 0:00,2106.13
24/11/2013 0:00,2084.21
25/11/2013 0:00,2258.62
26/11/2013 0:00,2194.67
27/11/2013 0:00,2238.43
28/11/2013 0:00,2121.6
29/11/2013 0:00,1776.07
30/11/2013 0:00,1686.18
1/12/2013 0:00,1616.27
2/12/2013 0:00,1669.81
3/12/2013 0:00,1557.81
4/12/2013 0:00,1457.31
5/12/2013 0:00,1435.8
6/12/2013 0:00,1535.17
7/12/2013 0:00,2219.83
8/12/2013 0:00,2426.22
9/12/2013 0:00,2364.28
10/12/2013 0:00,2230.43
11/12/2013 0:00,2009.85
12/12/2013 0:00,2047.21
13/12/2013 0:00,2067.24
14/12/2013 0:00,1934.96
15/12/2013 0:00,1829.45
16/12/2013 0:00,1486.03
17/12/2013 0:00,1373.63
18/12/2013 0:00,1335.56
19/12/2013 0:00,1197.58
20/12/2013 0:00,1035.7
21/12/2013 0:00,1014.92
22/12/2013 0:00,1056.81
23/12/2013 0:00,1021.59
24/12/2013 0:00,1047.14
25/12/2013 0:00,1119.11
26/12/2013 0:00,1128.61
27/12/2013 0:00,1093.07
28/12/2013 0:00,1063.6
29/12/2013 0:00,1019.74
30/12/2013 0:00,950.95
31/12/2013 0:00,949.46
1/01/2014 0:00,826.7
2/01/2014 0:00,698.38
3/01/2014 0:00,638.29
4/01/2014 0:00,584.47
5/01/2014 0:00,590.12
6/01/2014 0:00,723.51
7/01/2014 0:00,864.13
8/01/2014 0:00,806.25
9/01/2014 0:00,715.54
10/01/2014 0:00,728.59
11/01/2014 0:00,668.33
12/01/2014 0:00,545.28
13/01/2014 0:00,542.63
14/01/2014 0:00,568.25
15/01/2014 0:00,560.64
16/01/2014 0:00,588.17
17/01/2014 0:00,625.89
18/01/2014 0:00,634.17
19/01/2014 0:00,533.82
20/01/2014 0:00,512.22
21/01/2014 0:00,547.68
22/01/2014 0:00,547.51
23/01/2014 0:00,513.4
24/01/2014 0:00,553.53
25/01/2014 0:00,582.23
26/01/2014 0:00,641.52
27/01/2014 0:00,600.68
28/01/2014 0:00,569.82
29/01/2014 0:00,528.03
30/01/2014 0:00,474.2
31/01/2014 0:00,502.86
1/02/2014 0:00,454.45
2/02/2014 0:00,409.47
3/02/2014 0:00,438.58
4/02/2014 0:00,441.81
5/02/2014 0:00,441.41
6/02/2014 0:00,422.8
7/02/2014 0:00,421.82
8/02/2014 0:00,429.91
9/02/2014 0:00,409.81
10/02/2014 0:00,384.82
11/02/2014 0:00,370.83
12/02/2014 0:00,364.77
13/02/2014 0:00,353.36
14/02/2014 0:00,366.58
15/02/2014 0:00,380.93
16/02/2014 0:00,383.73
17/02/2014 0:00,332.9
18/02/2014 0:00,311.3
19/02/2014 0:00,343.9
20/02/2014 0:00,472.17
21/02/2014 0:00,535.94
22/02/2014 0:00,514.66
23/02/2014 0:00,524.2
24/02/2014 0:00,540.41
25/02/2014 0:00,459.3
26/02/2014 0:00,444.56
27/02/2014 0:00,428.24
28/02/2014 0:00,440.99
1/03/2014 0:00,424.96
2/03/2014 0:00,383.19
3/03/2014 0:00,376.97
4/03/2014 0:00,376.84
5/03/2014 0:00,393.03
6/03/2014 0:00,383.11
7/03/2014 0:00,407.13
8/03/2014 0:00,446.85
9/03/2014 0:00,427.45
10/03/2014 0:00,442.15
11/03/2014 0:00,399.4
12/03/2014 0:00,394.21
13/03/2014 0:00,437.35
14/03/2014 0:00,456.55
15/03/2014 0:00,397.78
16/03/2014 0:00,400.93
17/03/2014 0:00,484.52
18/03/2014 0:00,512.13
19/03/2014 0:00,496.83
20/03/2014 0:00,517.37
21/03/2014 0:00,534.68
22/03/2014 0:00,521.58
23/03/2014 0:00,507.59
24/03/2014 0:00,402.88
25/03/2014 0:00,422.13
26/03/2014 0:00,456.49
27/03/2014 0:00,445.24
28/03/2014 0:00,539.51
29/03/2014 0:00,554.47
30/03/2014 0:00,513.07
31/03/2014 0:00,549.14
1/04/2014 0:00,495.87
2/04/2014 0:00,520.2
3/04/2014 0:00,511.39
4/04/2014 0:00,532.68
5/04/2014 0:00,531.54
6/04/2014 0:00,516.71
7/04/2014 0:00,496.55
8/04/2014 0:00,486.84
9/04/2014 0:00,528.64
10/04/2014 0:00,538.45
11/04/2014 0:00,601.06
12/04/2014 0:00,636.46
13/04/2014 0:00,663.8
14/04/2014 0:00,722.69
15/04/2014 0:00,806.79
16/04/2014 0:00,732.06
17/04/2014 0:00,622.83
18/04/2014 0:00,574.65
19/04/2014 0:00,545.25
20/04/2014 0:00,576.63
21/04/2014 0:00,572.78
22/04/2014 0:00,561.19
23/04/2014 0:00,579.2
24/04/2014 0:00,568.76
25/04/2014 0:00,591.71
26/04/2014 0:00,560.96
27/04/2014 0:00,565.22
28/04/2014 0:00,591.02
29/04/2014 0:00,572.15
30/04/2014 0:00,583
1/05/2014 0:00,593.17
2/05/2014 0:00,607.19
3/05/2014 0:00,574.8
4/05/2014 0:00,564.61
5/05/2014 0:00,572.71
6/05/2014 0:00,560.07
7/05/2014 0:00,686.79
8/05/2014 0:00,592.58
9/05/2014 0:00,568.14
10/05/2014 0:00,595.56
11/05/2014 0:00,576.71
12/05/2014 0:00,613.04
13/05/2014 0:00,671
14/05/2014 0:00,1052.68
15/05/2014 0:00,1274.32
16/05/2014 0:00,1296.84
17/05/2014 0:00,1140.6
18/05/2014 0:00,891.8
19/05/2014 0:00,811.67
20/05/2014 0:00,750.32
21/05/2014 0:00,708.19
22/05/2014 0:00,681.12
23/05/2014 0:00,647.16
24/05/2014 0:00,648.25
25/05/2014 0:00,660.84
26/05/2014 0:00,640.99
27/05/2014 0:00,654.86
28/05/2014 0:00,633.86
29/05/2014 0:00,610.01
30/05/2014 0:00,625.73
31/05/2014 0:00,811.34
1/06/2014 0:00,856.05
2/06/2014 0:00,742.05
3/06/2014 0:00,684.81
4/06/2014 0:00,695.79
5/06/2014 0:00,820.44
6/06/2014 0:00,1061.43
7/06/2014 0:00,1322.84
8/06/2014 0:00,1163.76
9/06/2014 0:00,1003.99
10/06/2014 0:00,1004.99
11/06/2014 0:00,1031.13
12/06/2014 0:00,1024.42
13/06/2014 0:00,959.01
14/06/2014 0:00,809.09
15/06/2014 0:00,671.53
16/06/2014 0:00,676.5
17/06/2014 0:00,788.75
18/06/2014 0:00,1026.29
19/06/2014 0:00,1318.81
20/06/2014 0:00,1443.58
21/06/2014 0:00,1368.33
22/06/2014 0:00,1140.11
23/06/2014 0:00,966.85
24/06/2014 0:00,842.94
25/06/2014 0:00,893.91
26/06/2014 0:00,1133.76
27/06/2014 0:00,1417.14
28/06/2014 0:00,1972.48
29/06/2014 0:00,2154.08
